,Date,X,Site_Code,ID.x,Month,Pool,Gear_Type,SiteName,SiteType,Set.Time,Pull.Time,Start.Easting,Start.Northing,Stop.Easting,Stop.Northing,Depth,DO,Conductivity,Specific.Conductivity,Temperature,Turbidity,Cover,Location,Wind,Weather,Notes,Preservative,ElapsedTime.minutes.,Start.Flow,Stop.Flow,Flow,Year,ID.y,Fish_Code,Family,Length,Comments,Well_ID,Age,Growth_Rate,Hatch_Date,Hatch_Month,Stage
195,7/24/2018,703,SIX072418.02,1418,July,17,Light Trap,16 Spillway 2,Sheltered,00-Jan-00,00-Jan-00,665954,4588479,NA,NA,67,7.2,0.4398,0.4285,26.4,5.32,Woody,Shore,Calm,Clear,,NA,60,0,0,0,2018,452,MIS443,Centrarchidae,3.8,,5.00E+11,11,2.894736842,7/13/2018,13-Jul,11.76
196,7/24/2018,699,SIX072418.02,1418,July,17,Light Trap,16 Spillway 2,Sheltered,00-Jan-00,00-Jan-00,665954,4588479,NA,NA,67,7.2,0.4398,0.4285,26.4,5.32,Woody,Shore,Calm,Clear,,NA,60,0,0,0,2018,453,MIS444,Centrarchidae,5.7,,5.00E+12,18,3.157894737,7/6/2018,6-Jul,11.76
197,7/24/2018,700,SIX072418.02,1418,July,17,Light Trap,16 Spillway 2,Sheltered,00-Jan-00,00-Jan-00,665954,4588479,NA,NA,67,7.2,0.4398,0.4285,26.4,5.32,Woody,Shore,Calm,Clear,,NA,60,0,0,0,2018,447,MIS438,Centrarchidae,7.9,,5.00E+06,15,1.898734177,7/9/2018,9-Jul,11.76
198,7/24/2018,701,SIX072418.02,1418,July,17,Light Trap,16 Spillway 2,Sheltered,00-Jan-00,00-Jan-00,665954,4588479,NA,NA,67,7.2,0.4398,0.4285,26.4,5.32,Woody,Shore,Calm,Clear,,NA,60,0,0,0,2018,451,MIS442,Centrarchidae,5.7,,5.00E+10,17,2.98245614,7/7/2018,7-Jul,11.76
199,7/24/2018,715,SIX072418.02,1418,July,17,Light Trap,16 Spillway 2,Sheltered,00-Jan-00,00-Jan-00,665954,4588479,NA,NA,67,7.2,0.4398,0.4285,26.4,5.32,Woody,Shore,Calm,Clear,,NA,60,0,0,0,2018,457,MIS448,Cyprinidae,8.2,,5F4,18,2.195121951,7/6/2018,6-Jul,11.76
200,7/24/2018,716,SIX072418.02,1418,July,17,Light Trap,16 Spillway 2,Sheltered,00-Jan-00,00-Jan-00,665954,4588479,NA,NA,67,7.2,0.4398,0.4285,26.4,5.32,Woody,Shore,Calm,Clear,,NA,60,0,0,0,2018,460,MIS451,Cyprinidae,8.8,,5F7,17,1.931818182,7/7/2018,7-Jul,11.76
201,7/24/2018,717,SIX072418.02,1418,July,17,Light Trap,16 Spillway 2,Sheltered,00-Jan-00,00-Jan-00,665954,4588479,NA,NA,67,7.2,0.4398,0.4285,26.4,5.32,Woody,Shore,Calm,Clear,,NA,60,0,0,0,2018,455,MIS446,Cyprinidae,8.6,,5F2,17,1.976744186,7/7/2018,7-Jul,11.76
202,7/24/2018,705,SIX072418.02,1418,July,17,Light Trap,16 Spillway 2,Sheltered,00-Jan-00,00-Jan-00,665954,4588479,NA,NA,67,7.2,0.4398,0.4285,26.4,5.32,Woody,Shore,Calm,Clear,,NA,60,0,0,0,2018,450,MIS441,Centrarchidae,6.6,Slide Clouded Over,5.00E+09,NA,0,#VALUE!,#VALUE!,11.76
203,7/24/2018,706,SIX072418.02,1418,July,17,Light Trap,16 Spillway 2,Sheltered,00-Jan-00,00-Jan-00,665954,4588479,NA,NA,67,7.2,0.4398,0.4285,26.4,5.32,Woody,Shore,Calm,Clear,,NA,60,0,0,0,2018,458,MIS449,Cyprinidae,6.2,,5F5,18,2.903225806,7/6/2018,6-Jul,11.76
204,7/24/2018,707,SIX072418.02,1418,July,17,Light Trap,16 Spillway 2,Sheltered,00-Jan-00,00-Jan-00,665954,4588479,NA,NA,67,7.2,0.4398,0.4285,26.4,5.32,Woody,Shore,Calm,Clear,,NA,60,0,0,0,2018,454,MIS445,Cyprinidae,6.6,,5F1,14,2.121212121,7/10/2018,10-Jul,11.76
205,7/24/2018,708,SIX072418.02,1418,July,17,Light Trap,16 Spillway 2,Sheltered,00-Jan-00,00-Jan-00,665954,4588479,NA,NA,67,7.2,0.4398,0.4285,26.4,5.32,Woody,Shore,Calm,Clear,,NA,60,0,0,0,2018,462,MIS453,Cyprinidae,5.5,,5F9,12,2.181818182,7/12/2018,12-Jul,11.76
206,7/24/2018,709,SIX072418.02,1418,July,17,Light Trap,16 Spillway 2,Sheltered,00-Jan-00,00-Jan-00,665954,4588479,NA,NA,67,7.2,0.4398,0.4285,26.4,5.32,Woody,Shore,Calm,Clear,,NA,60,0,0,0,2018,459,MIS450,Cyprinidae,5.8,,5F6,20,3.448275862,7/4/2018,4-Jul,11.76
207,7/24/2018,710,SIX072418.02,1418,July,17,Light Trap,16 Spillway 2,Sheltered,00-Jan-00,00-Jan-00,665954,4588479,NA,NA,67,7.2,0.4398,0.4285,26.4,5.32,Woody,Shore,Calm,Clear,,NA,60,0,0,0,2018,456,MIS447,Cyprinidae,5.8,,5F3,15,2.586206897,7/9/2018,9-Jul,11.76
208,7/24/2018,711,SIX072418.02,1418,July,17,Light Trap,16 Spillway 2,Sheltered,00-Jan-00,00-Jan-00,665954,4588479,NA,NA,67,7.2,0.4398,0.4285,26.4,5.32,Woody,Shore,Calm,Clear,,NA,60,0,0,0,2018,448,MIS439,Centrarchidae,6.9,,5.00E+07,16,2.31884058,7/8/2018,8-Jul,11.76
209,7/24/2018,712,SIX072418.02,1418,July,17,Light Trap,16 Spillway 2,Sheltered,00-Jan-00,00-Jan-00,665954,4588479,NA,NA,67,7.2,0.4398,0.4285,26.4,5.32,Woody,Shore,Calm,Clear,,NA,60,0,0,0,2018,461,MIS452,Cyprinidae,6.3,,5F8,11,1.746031746,7/13/2018,13-Jul,11.76
210,7/24/2018,713,SIX072418.02,1418,July,17,Light Trap,16 Spillway 2,Sheltered,00-Jan-00,00-Jan-00,665954,4588479,NA,NA,67,7.2,0.4398,0.4285,26.4,5.32,Woody,Shore,Calm,Clear,,NA,60,0,0,0,2018,444,MIS435,Centrarchidae,6.3,,5.00E+03,12,1.904761905,7/12/2018,12-Jul,11.76
211,7/24/2018,714,SIX072418.02,1418,July,17,Light Trap,16 Spillway 2,Sheltered,00-Jan-00,00-Jan-00,665954,4588479,NA,NA,67,7.2,0.4398,0.4285,26.4,5.32,Woody,Shore,Calm,Clear,,NA,60,0,0,0,2018,445,MIS436,Centrarchidae,5.9,,5.00E+04,17,2.881355932,7/7/2018,7-Jul,11.76
212,7/31/2018,285,BTR073118.06,1379,July,17,Light Trap,Coolegar 6,Backwater,00-Jan-00,00-Jan-00,658561,4571291,NA,NA,45,5.4,0.453,0.4416,26.4,21.5,Woody,Shore,Calm,Clear,,NA,65,0,0,0,2018,178,MIS169,Centrarchidae,9.3,,2G1,21,2.258064516,7/10/2018,10-Jul,9.85
213,7/31/2018,286,BTR073118.06,1379,July,17,Light Trap,Coolegar 6,Backwater,00-Jan-00,00-Jan-00,658561,4571291,NA,NA,45,5.4,0.453,0.4416,26.4,21.5,Woody,Shore,Calm,Clear,,NA,65,0,0,0,2018,172,MIS163,Centrarchidae,8.2,,2F7,16,1.951219512,7/15/2018,15-Jul,9.85
214,7/31/2018,284,BTR073118.06,1379,July,17,Light Trap,Coolegar 6,Backwater,00-Jan-00,00-Jan-00,658561,4571291,NA,NA,45,5.4,0.453,0.4416,26.4,21.5,Woody,Shore,Calm,Clear,,NA,65,0,0,0,2018,179,MIS170,Centrarchidae,8.7,,2G2,26,2.988505747,7/5/2018,5-Jul,9.85
215,7/31/2018,289,BTR073118.06,1379,July,17,Light Trap,Coolegar 6,Backwater,00-Jan-00,00-Jan-00,658561,4571291,NA,NA,45,5.4,0.453,0.4416,26.4,21.5,Woody,Shore,Calm,Clear,,NA,65,0,0,0,2018,173,MIS164,Centrarchidae,6.6,,2F8,16,2.424242424,7/15/2018,15-Jul,9.85
216,7/31/2018,290,BTR073118.08,1381,July,17,Light Trap,Coolegar 8,Backwater,00-Jan-00,00-Jan-00,658552,4570373,NA,NA,41,8,0.4274,0.4088,27.3,34.7,Open,Shore,Calm,Clear,,NA,62,0,0,0,2018,971,MISS962,Centrarchidae,8.7,,,17,1.954022989,7/14/2018,14-Jul,9.85
217,7/31/2018,287,BTR073118.06,1379,July,17,Light Trap,Coolegar 6,Backwater,00-Jan-00,00-Jan-00,658561,4571291,NA,NA,45,5.4,0.453,0.4416,26.4,21.5,Woody,Shore,Calm,Clear,,NA,65,0,0,0,2018,175,MIS166,Centrarchidae,8.4,,2F10,16,1.904761905,7/15/2018,15-Jul,9.85
218,7/31/2018,288,BTR073118.06,1379,July,17,Light Trap,Coolegar 6,Backwater,00-Jan-00,00-Jan-00,658561,4571291,NA,NA,45,5.4,0.453,0.4416,26.4,21.5,Woody,Shore,Calm,Clear,,NA,65,0,0,0,2018,176,MIS167,Centrarchidae,8.4,,2F11,18,2.142857143,7/13/2018,13-Jul,9.85
219,7/31/2018,280,BTR073118.06,1379,July,17,Light Trap,Coolegar 6,Backwater,00-Jan-00,00-Jan-00,658561,4571291,NA,NA,45,5.4,0.453,0.4416,26.4,21.5,Woody,Shore,Calm,Clear,,NA,65,0,0,0,2018,177,MIS168,Centrarchidae,8.5,,2F12,17,2,7/14/2018,14-Jul,9.85
220,7/31/2018,281,BTR073118.06,1379,July,17,Light Trap,Coolegar 6,Backwater,00-Jan-00,00-Jan-00,658561,4571291,NA,NA,45,5.4,0.453,0.4416,26.4,21.5,Woody,Shore,Calm,Clear,,NA,65,0,0,0,2018,174,MIS165,Centrarchidae,6.9,,2F9,15,2.173913043,7/16/2018,16-Jul,9.85
221,7/31/2018,282,BTR073118.06,1379,July,17,Light Trap,Coolegar 6,Backwater,00-Jan-00,00-Jan-00,658561,4571291,NA,NA,45,5.4,0.453,0.4416,26.4,21.5,Woody,Shore,Calm,Clear,,NA,65,0,0,0,2018,180,MIS171,Centrarchidae,7.4,,2G3,18,2.432432432,7/13/2018,13-Jul,9.85
222,7/31/2018,283,BTR073118.06,1379,July,17,Light Trap,Coolegar 6,Backwater,00-Jan-00,00-Jan-00,658561,4571291,NA,NA,45,5.4,0.453,0.4416,26.4,21.5,Woody,Shore,Calm,Clear,,NA,65,0,0,0,2018,181,MIS172,Centrarchidae,7,,2G4,21,3,7/10/2018,10-Jul,9.85
223,7/31/2018,270,BTR073118.03,1376,July,17,Light Trap,Coolegar 3,Backwater,00-Jan-00,00-Jan-00,658802,4572030,NA,NA,35,6.3,0.541,0.52,27.1,31,Woody,Shore,Calm,Clear,,NA,70,0,0,0,2018,485,MIS476,Centrarchidae,5.1,,5H8,17,3.333333333,7/14/2018,14-Jul,9.85
224,7/31/2018,271,BTR073118.03,1376,July,17,Light Trap,Coolegar 3,Backwater,00-Jan-00,00-Jan-00,658802,4572030,NA,NA,35,6.3,0.541,0.52,27.1,31,Woody,Shore,Calm,Clear,,NA,70,0,0,0,2018,486,MIS477,Centrarchidae,5.1,,5H9,16,3.137254902,7/15/2018,15-Jul,9.85
225,7/31/2018,272,BTR073118.03,1376,July,17,Light Trap,Coolegar 3,Backwater,00-Jan-00,00-Jan-00,658802,4572030,NA,NA,35,6.3,0.541,0.52,27.1,31,Woody,Shore,Calm,Clear,,NA,70,0,0,0,2018,488,MIS479,Centrarchidae,4.6,,5H11,13,2.826086957,7/18/2018,18-Jul,9.85
226,7/31/2018,273,BTR073118.03,1376,July,17,Light Trap,Coolegar 3,Backwater,00-Jan-00,00-Jan-00,658802,4572030,NA,NA,35,6.3,0.541,0.52,27.1,31,Woody,Shore,Calm,Clear,,NA,70,0,0,0,2018,487,MIS478,Centrarchidae,4.9,,5H10,14,2.857142857,7/17/2018,17-Jul,9.85
227,7/31/2018,274,BTR073118.03,1376,July,17,Light Trap,Coolegar 3,Backwater,00-Jan-00,00-Jan-00,658802,4572030,NA,NA,35,6.3,0.541,0.52,27.1,31,Woody,Shore,Calm,Clear,,NA,70,0,0,0,2018,489,MIS480,Cyprinidae,8.2,,5H12,26,3.170731707,7/5/2018,5-Jul,9.85
228,7/31/2018,275,BTR073118.04,1377,July,17,Light Trap,Coolegar 4,Backwater,00-Jan-00,00-Jan-00,658529,4571738,NA,NA,37,6,0.488,0.47,27.1,30.9,Woody,Shore,Calm,Clear,,NA,68,0,0,0,2018,757,MIS748,Centrarchidae,5.3,,8G4,15,2.830188679,7/16/2018,16-Jul,9.85
229,7/31/2018,276,BTR073118.04,1377,July,17,Light Trap,Coolegar 4,Backwater,00-Jan-00,00-Jan-00,658529,4571738,NA,NA,37,6,0.488,0.47,27.1,30.9,Woody,Shore,Calm,Clear,,NA,68,0,0,0,2018,756,MIS747,Centrarchidae,5.9,,8G3,25,4.237288136,7/6/2018,6-Jul,9.85
230,7/31/2018,277,BTR073118.04,1377,July,17,Light Trap,Coolegar 4,Backwater,00-Jan-00,00-Jan-00,658529,4571738,NA,NA,37,6,0.488,0.47,27.1,30.9,Woody,Shore,Calm,Clear,,NA,68,0,0,0,2018,755,MIS746,Centrarchidae,8.2,,8G2,18,2.195121951,7/13/2018,13-Jul,9.85
231,7/31/2018,278,BTR073118.04,1377,July,17,Light Trap,Coolegar 4,Backwater,00-Jan-00,00-Jan-00,658529,4571738,NA,NA,37,6,0.488,0.47,27.1,30.9,Woody,Shore,Calm,Clear,,NA,68,0,0,0,2018,758,MIS749,Centrarchidae,7.9,,8G5,16,2.025316456,7/15/2018,15-Jul,9.85
232,7/31/2018,279,BTR073118.06,1379,July,17,Light Trap,Coolegar 6,Backwater,00-Jan-00,00-Jan-00,658561,4571291,NA,NA,45,5.4,0.453,0.4416,26.4,21.5,Woody,Shore,Calm,Clear,,NA,65,0,0,0,2018,182,MIS173,Cyprinidae,11,,2G5,27,2.454545455,7/4/2018,4-Jul,9.85
233,7/31/2018,384,EAG073118.03,1374,July,17,Light Trap,Eagle 3,Backwater,00-Jan-00,00-Jan-00,660713,4571757,NA,NA,50,14.2,0.459,0.4424,27.1,34.5,Woody,Shore,Calm,Clear,,NA,78,0,0,0,2018,645,MIS636,Centrarchidae,5.1,,7.00E+12,17,3.333333333,7/14/2018,14-Jul,9.85
234,7/31/2018,385,EAG073118.03,1374,July,17,Light Trap,Eagle 3,Backwater,00-Jan-00,00-Jan-00,660713,4571757,NA,NA,50,14.2,0.459,0.4424,27.1,34.5,Woody,Shore,Calm,Clear,,NA,78,0,0,0,2018,646,MIS637,Centrarchidae,6,,7F1,11,1.833333333,7/20/2018,20-Jul,9.85
235,7/31/2018,386,EAG073118.03,1374,July,17,Light Trap,Eagle 3,Backwater,00-Jan-00,00-Jan-00,660713,4571757,NA,NA,50,14.2,0.459,0.4424,27.1,34.5,Woody,Shore,Calm,Clear,,NA,78,0,0,0,2018,641,MIS632,Centrarchidae,5.9,,7.00E+08,10,1.694915254,7/21/2018,21-Jul,9.85
236,7/31/2018,387,EAG073118.03,1374,July,17,Light Trap,Eagle 3,Backwater,00-Jan-00,00-Jan-00,660713,4571757,NA,NA,50,14.2,0.459,0.4424,27.1,34.5,Woody,Shore,Calm,Clear,,NA,78,0,0,0,2018,644,MIS635,Centrarchidae,5.9,,7.00E+11,10,1.694915254,7/21/2018,21-Jul,9.85
237,7/31/2018,388,EAG073118.04,1375,July,17,Light Trap,Eagle 4,Backwater,00-Jan-00,00-Jan-00,660490,4571717,NA,NA,41,14.5,0.456,0.4368,27.2,34.5,Open,Open,Calm,Clear,,NA,74,0,0,0,2018,651,MIS642,Centrarchidae,8.6,,7F6,14,1.627906977,7/17/2018,17-Jul,9.85
238,7/31/2018,389,EAG073118.04,1375,July,17,Light Trap,Eagle 4,Backwater,00-Jan-00,00-Jan-00,660490,4571717,NA,NA,41,14.5,0.456,0.4368,27.2,34.5,Open,Open,Calm,Clear,,NA,74,0,0,0,2018,653,MIS644,Centrarchidae,8.4,,7F8,20,2.380952381,7/11/2018,11-Jul,9.85
239,7/31/2018,390,EAG073118.04,1375,July,17,Light Trap,Eagle 4,Backwater,00-Jan-00,00-Jan-00,660490,4571717,NA,NA,41,14.5,0.456,0.4368,27.2,34.5,Open,Open,Calm,Clear,,NA,74,0,0,0,2018,655,MIS646,Cyprinidae,8.1,,7F10,17,2.098765432,7/14/2018,14-Jul,9.85
240,7/31/2018,391,EAG073118.04,1375,July,17,Light Trap,Eagle 4,Backwater,00-Jan-00,00-Jan-00,660490,4571717,NA,NA,41,14.5,0.456,0.4368,27.2,34.5,Open,Open,Calm,Clear,,NA,74,0,0,0,2018,652,MIS643,Centrarchidae,4.9,,7F7,14,2.857142857,7/17/2018,17-Jul,9.85
241,7/31/2018,392,EAG073118.04,1375,July,17,Light Trap,Eagle 4,Backwater,00-Jan-00,00-Jan-00,660490,4571717,NA,NA,41,14.5,0.456,0.4368,27.2,34.5,Open,Open,Calm,Clear,,NA,74,0,0,0,2018,657,MIS648,Cyprinidae,8.8,,7F12,18,2.045454545,7/13/2018,13-Jul,9.85
242,7/31/2018,393,EAG073118.04,1375,July,17,Light Trap,Eagle 4,Backwater,00-Jan-00,00-Jan-00,660490,4571717,NA,NA,41,14.5,0.456,0.4368,27.2,34.5,Open,Open,Calm,Clear,,NA,74,0,0,0,2018,654,MIS645,Centrarchidae,4.5,,7F9,12,2.666666667,7/19/2018,19-Jul,9.85
243,7/31/2018,394,EAG073118.04,1375,July,17,Light Trap,Eagle 4,Backwater,00-Jan-00,00-Jan-00,660490,4571717,NA,NA,41,14.5,0.456,0.4368,27.2,34.5,Open,Open,Calm,Clear,,NA,74,0,0,0,2018,656,MIS647,Cyprinidae,9.4,,7F11,16,1.70212766,7/15/2018,15-Jul,9.85
244,7/31/2018,381,EAG073118.03,1374,July,17,Light Trap,Eagle 3,Backwater,00-Jan-00,00-Jan-00,660713,4571757,NA,NA,50,14.2,0.459,0.4424,27.1,34.5,Woody,Shore,Calm,Clear,,NA,78,0,0,0,2018,649,MIS640,Centrarchidae,6.6,,7F4,10,1.515151515,7/21/2018,21-Jul,9.85
245,7/31/2018,382,EAG073118.03,1374,July,17,Light Trap,Eagle 3,Backwater,00-Jan-00,00-Jan-00,660713,4571757,NA,NA,50,14.2,0.459,0.4424,27.1,34.5,Woody,Shore,Calm,Clear,,NA,78,0,0,0,2018,639,MIS630,Cyprinidae,7.2,,7.00E+06,12,1.666666667,7/19/2018,19-Jul,9.85
246,7/31/2018,383,EAG073118.03,1374,July,17,Light Trap,Eagle 3,Backwater,00-Jan-00,00-Jan-00,660713,4571757,NA,NA,50,14.2,0.459,0.4424,27.1,34.5,Woody,Shore,Calm,Clear,,NA,78,0,0,0,2018,648,MIS639,Centrarchidae,6.9,,7F3,13,1.884057971,7/18/2018,18-Jul,9.85
247,7/31/2018,375,EAG073118.03,1374,July,17,Light Trap,Eagle 3,Backwater,00-Jan-00,00-Jan-00,660713,4571757,NA,NA,50,14.2,0.459,0.4424,27.1,34.5,Woody,Shore,Calm,Clear,,NA,78,0,0,0,2018,647,MIS638,Centrarchidae,6,,7F2,13,2.166666667,7/18/2018,18-Jul,9.85
248,7/31/2018,376,EAG073118.03,1374,July,17,Light Trap,Eagle 3,Backwater,00-Jan-00,00-Jan-00,660713,4571757,NA,NA,50,14.2,0.459,0.4424,27.1,34.5,Woody,Shore,Calm,Clear,,NA,78,0,0,0,2018,638,MIS629,Cyprinidae,4.5,,7.00E+05,14,3.111111111,7/17/2018,17-Jul,9.85
249,7/31/2018,377,EAG073118.03,1374,July,17,Light Trap,Eagle 3,Backwater,00-Jan-00,00-Jan-00,660713,4571757,NA,NA,50,14.2,0.459,0.4424,27.1,34.5,Woody,Shore,Calm,Clear,,NA,78,0,0,0,2018,650,MIS641,Centrarchidae,6.3,,7F5,12,1.904761905,7/19/2018,19-Jul,9.85
250,7/31/2018,374,EAG073118.03,1374,July,17,Light Trap,Eagle 3,Backwater,00-Jan-00,00-Jan-00,660713,4571757,NA,NA,50,14.2,0.459,0.4424,27.1,34.5,Woody,Shore,Calm,Clear,,NA,78,0,0,0,2018,640,MIS631,Cyprinidae,5,,7.00E+07,13,2.6,7/18/2018,18-Jul,9.85
251,7/31/2018,379,EAG073118.03,1374,July,17,Light Trap,Eagle 3,Backwater,00-Jan-00,00-Jan-00,660713,4571757,NA,NA,50,14.2,0.459,0.4424,27.1,34.5,Woody,Shore,Calm,Clear,,NA,78,0,0,0,2018,637,MIS628,Cyprinidae,5.2,,7.00E+04,15,2.884615385,7/16/2018,16-Jul,9.85
252,7/31/2018,380,EAG073118.03,1374,July,17,Light Trap,Eagle 3,Backwater,00-Jan-00,00-Jan-00,660713,4571757,NA,NA,50,14.2,0.459,0.4424,27.1,34.5,Woody,Shore,Calm,Clear,,NA,78,0,0,0,2018,643,MIS634,Centrarchidae,7,,7.00E+10,19,2.714285714,7/12/2018,12-Jul,9.85
253,7/31/2018,378,EAG073118.03,1374,July,17,Light Trap,Eagle 3,Backwater,00-Jan-00,00-Jan-00,660713,4571757,NA,NA,50,14.2,0.459,0.4424,27.1,34.5,Woody,Shore,Calm,Clear,,NA,78,0,0,0,2018,642,MIS633,Centrarchidae,6,,7.00E+09,8,1.333333333,7/23/2018,23-Jul,9.85
254,8/30/2018,94,BOG083018.05,1495,August,17,Light Trap,Bogus 5,Backwater,00-Jan-00,00-Jan-00,659234,4567396,NA,NA,46,8.5,0.3993,0.3911,26.1,35.9,Woody,Shore,Calm,Clear,,NA,83,0,0,0,2018,774,MISS765,Centrarchidae,6.8,,,25,3.676470588,8/5/2018,5-Aug,8.08
255,8/30/2018,95,BOG083018.05,1495,August,17,Light Trap,Bogus 5,Backwater,00-Jan-00,00-Jan-00,659234,4567396,NA,NA,46,8.5,0.3993,0.3911,26.1,35.9,Woody,Shore,Calm,Clear,,NA,83,0,0,0,2018,781,MISS772,Centrarchidae,9,,,22,2.444444444,8/8/2018,8-Aug,8.08
256,8/30/2018,93,BOG083018.05,1495,August,17,Light Trap,Bogus 5,Backwater,00-Jan-00,00-Jan-00,659234,4567396,NA,NA,46,8.5,0.3993,0.3911,26.1,35.9,Woody,Shore,Calm,Clear,,NA,83,0,0,0,2018,786,MISS777,Cyprinidae,5,,,NA,0,#VALUE!,#VALUE!,8.08
257,8/30/2018,79,BOG083018.04,1494,August,17,Light Trap,Bogus 4,Backwater,00-Jan-00,00-Jan-00,659252,4567727,NA,NA,54,7.6,0.396,0.3862,26.4,52.8,Woody,Open,Calm,Clear,Duckblind,NA,85,0,0,0,2018,722,MIS713,Centrarchidae,7.8,,8D5,20,2.564102564,8/10/2018,10-Aug,8.08
258,8/30/2018,80,BOG083018.04,1494,August,17,Light Trap,Bogus 4,Backwater,00-Jan-00,00-Jan-00,659252,4567727,NA,NA,54,7.6,0.396,0.3862,26.4,52.8,Woody,Open,Calm,Clear,Duckblind,NA,85,0,0,0,2018,730,MIS721,Centrarchidae,9.9,,8.00E+01,15,1.515151515,8/15/2018,15-Aug,8.08
259,8/30/2018,92,BOG083018.05,1495,August,17,Light Trap,Bogus 5,Backwater,00-Jan-00,00-Jan-00,659234,4567396,NA,NA,46,8.5,0.3993,0.3911,26.1,35.9,Woody,Shore,Calm,Clear,,NA,83,0,0,0,2018,776,MISS767,Centrarchidae,7.5,,,27,3.6,8/3/2018,3-Aug,8.08
260,8/30/2018,97,BOG083018.05,1495,August,17,Light Trap,Bogus 5,Backwater,00-Jan-00,00-Jan-00,659234,4567396,NA,NA,46,8.5,0.3993,0.3911,26.1,35.9,Woody,Shore,Calm,Clear,,NA,83,0,0,0,2018,785,MISS776,Cyprinidae,4.8,,,23,4.791666667,8/7/2018,7-Aug,8.08
261,8/30/2018,98,BOG083018.05,1495,August,17,Light Trap,Bogus 5,Backwater,00-Jan-00,00-Jan-00,659234,4567396,NA,NA,46,8.5,0.3993,0.3911,26.1,35.9,Woody,Shore,Calm,Clear,,NA,83,0,0,0,2018,784,MISS775,Cyprinidae,3.7,,,NA,0,#VALUE!,#VALUE!,8.08
262,8/30/2018,81,BOG083018.04,1494,August,17,Light Trap,Bogus 4,Backwater,00-Jan-00,00-Jan-00,659252,4567727,NA,NA,54,7.6,0.396,0.3862,26.4,52.8,Woody,Open,Calm,Clear,Duckblind,NA,85,0,0,0,2018,728,MIS719,Centrarchidae,9.1,,8D11,20,2.197802198,8/10/2018,10-Aug,8.08
263,8/30/2018,96,BOG083018.05,1495,August,17,Light Trap,Bogus 5,Backwater,00-Jan-00,00-Jan-00,659234,4567396,NA,NA,46,8.5,0.3993,0.3911,26.1,35.9,Woody,Shore,Calm,Clear,,NA,83,0,0,0,2018,779,MISS770,Centrarchidae,8.5,head was gone,,NA,0,#VALUE!,#VALUE!,8.08
264,8/30/2018,101,BOG083018.05,1495,August,17,Light Trap,Bogus 5,Backwater,00-Jan-00,00-Jan-00,659234,4567396,NA,NA,46,8.5,0.3993,0.3911,26.1,35.9,Woody,Shore,Calm,Clear,,NA,83,0,0,0,2018,783,MISS774,Cyprinidae,6.2,,,20,3.225806452,8/10/2018,10-Aug,8.08
265,8/30/2018,102,BOG083018.05,1495,August,17,Light Trap,Bogus 5,Backwater,00-Jan-00,00-Jan-00,659234,4567396,NA,NA,46,8.5,0.3993,0.3911,26.1,35.9,Woody,Shore,Calm,Clear,,NA,83,0,0,0,2018,778,MISS769,Centrarchidae,9.4,,,34,3.617021277,7/27/2018,27-Jul,8.08
266,8/30/2018,99,BOG083018.05,1495,August,17,Light Trap,Bogus 5,Backwater,00-Jan-00,00-Jan-00,659234,4567396,NA,NA,46,8.5,0.3993,0.3911,26.1,35.9,Woody,Shore,Calm,Clear,,NA,83,0,0,0,2018,780,MISS771,Centrarchidae,5.3,,,21,3.962264151,8/9/2018,9-Aug,8.08
267,8/30/2018,100,BOG083018.05,1495,August,17,Light Trap,Bogus 5,Backwater,00-Jan-00,00-Jan-00,659234,4567396,NA,NA,46,8.5,0.3993,0.3911,26.1,35.9,Woody,Shore,Calm,Clear,,NA,83,0,0,0,2018,777,MISS768,Centrarchidae,6.6,,,25,3.787878788,8/5/2018,5-Aug,8.08
268,8/30/2018,78,BOG083018.04,1494,August,17,Light Trap,Bogus 4,Backwater,00-Jan-00,00-Jan-00,659252,4567727,NA,NA,54,7.6,0.396,0.3862,26.4,52.8,Woody,Open,Calm,Clear,Duckblind,NA,85,0,0,0,2018,729,MIS720,Centrarchidae,8.9,,8D12,15,1.685393258,8/15/2018,15-Aug,8.08
269,8/30/2018,344,CED083018.04,1490,August,17,Light Trap,Cleveland 4,Backwater,00-Jan-00,00-Jan-00,660754,4565010,NA,NA,45,8.9,0.404,0.3974,25.9,23.6,Woody,Shore,Calm,Clear,,NA,94,0,0,0,2018,856,MISS847,Cyprinidae,7,,,27,3.857142857,8/3/2018,3-Aug,8.08
270,8/30/2018,345,CED083018.04,1490,August,17,Light Trap,Cleveland 4,Backwater,00-Jan-00,00-Jan-00,660754,4565010,NA,NA,45,8.9,0.404,0.3974,25.9,23.6,Woody,Shore,Calm,Clear,,NA,94,0,0,0,2018,865,MISS856,Cyprinidae,6.9,,,22,3.188405797,8/8/2018,8-Aug,8.08
271,8/30/2018,346,CED083018.04,1490,August,17,Light Trap,Cleveland 4,Backwater,00-Jan-00,00-Jan-00,660754,4565010,NA,NA,45,8.9,0.404,0.3974,25.9,23.6,Woody,Shore,Calm,Clear,,NA,94,0,0,0,2018,864,MISS855,Cyprinidae,6.2,,,15,2.419354839,8/15/2018,15-Aug,8.08
